Region,Area,Province,Location
east_china_region,zhejiang_area,taizhou_province,huangyan
east_china_region,zhejiang_area,taizhou_province,ninghai
east_china_region,zhejiang_area,taizhou_province,wenling
east_china_region,zhejiang_area,taizhou_province,tiantai
east_china_region,zhejiang_area,taizhou_province,xianju
east_china_region,zhejiang_area,wenzhou_province,yongjia
east_china_region,zhejiang_area,wenzhou_province,pingyang
east_china_region,zhejiang_area,wenzhou_province,yueqing
east_china_region,zhejiang_area,wenzhou_province,luoyang_wenzhou
east_china_region,zhejiang_area,wenzhou_province,ruian
east_china_region,zhejiang_area,wenzhou_province,shuangxi
east_china_region,zhejiang_area,yanzhou_province,jiande
east_china_region,zhejiang_area,yanzhou_province,chunan
east_china_region,zhejiang_area,yanzhou_province,suian
east_china_region,zhejiang_area,yanzhou_province,tonglu
north_china_region,beiping_area,baoan_province,baoan_baoan
north_china_region,beiping_area,baoan_province,huailai
north_china_region,beiping_area,baoan_province,longqing
north_china_region,beiping_area,baoan_province,taihangshan1
north_china_region,beiping_area,bazhou_province,yijin
north_china_region,beiping_area,bazhou_province,dacheng
north_china_region,beiping_area,bazhou_province,wenan
north_china_region,beiping_area,changping_province,changping
north_china_region,beiping_area,changping_province,huairou
north_china_region,beiping_area,changping_province,miyun
north_china_region,beiping_area,changping_province,shunyi
north_china_region,beiping_area,jizhou_province,yuyang
north_china_region,beiping_area,jizhou_province,luanyang
north_china_region,beiping_area,jizhou_province,banbishan
north_china_region,beiping_area,jizhou_province,fengrun
north_china_region,beiping_area,jizhou_province,shicheng_jizhou
north_china_region,beiping_area,jizhou_province,pinggu
north_china_region,beiping_area,jizhou_province,yutian
north_china_region,beiping_area,jizhou_province,zunhua
north_china_region,beiping_area,luanzhou_province,yifeng
north_china_region,beiping_area,luanzhou_province,macheng_luanzhou
north_china_region,beiping_area,luanzhou_province,laoting
north_china_region,beiping_area,shuntian_province,dadu
north_china_region,beiping_area,shuntian_province,fangshan
north_china_region,beiping_area,shuntian_province,guan
north_china_region,beiping_area,shuntian_province,daxing
north_china_region,beiping_area,shuntian_province,dongan_shuntian
north_china_region,beiping_area,shuntian_province,wanping
north_china_region,beiping_area,shuntian_province,yongqing
north_china_region,beiping_area,shuntian_province,fanyang
north_china_region,beiping_area,tongzhou_beizhili_province,luxian
north_china_region,beiping_area,tongzhou_beizhili_province,baodi
north_china_region,beiping_area,tongzhou_beizhili_province,sanhe_tongzhou
north_china_region,beiping_area,tongzhou_beizhili_province,lutai
north_china_region,beiping_area,tongzhou_beizhili_province,xianghe
north_china_region,beiping_area,tongzhou_beizhili_province,wuqing
north_china_region,beiping_area,wanquan_province,huaian
north_china_region,beiping_area,wanquan_province,yunzhou
north_china_region,beiping_area,wanquan_province,dushikou
north_china_region,beiping_area,wanquan_province,xuanping
north_china_region,beiping_area,wanquan_province,longmen_chicheng
north_china_region,beiping_area,wanquan_province,shunsheng
north_china_region,beiping_area,wanquan_province,xuande
north_china_region,beiping_area,yongping_province,lulong
north_china_region,beiping_area,yongping_province,changli
north_china_region,beiping_area,yongping_province,funing
north_china_region,beiping_area,yongping_province,longwangmiao
north_china_region,beiping_area,yongping_province,qianan
north_china_region,beiping_area,yongping_province,sanchakou
north_china_region,datong_area,datong_province,datong_datong
north_china_region,datong_area,datong_province,xuanning
north_china_region,datong_area,datong_province,huairen
north_china_region,datong_area,datong_province,tiancheng
north_china_region,datong_area,datong_province,baideng
north_china_region,datong_area,datong_province,yulin_datong
north_china_region,datong_area,datong_province,yunchuan
north_china_region,datong_area,datong_province,taihangshan3
north_china_region,datong_area,hetao_province,bayannur
north_china_region,datong_area,hetao_province,uraqai
north_china_region,datong_area,hetao_province,xinhure
north_china_region,datong_area,hetao_province,lake_ulansu
north_china_region,datong_area,jining_shanxi_province,jining
north_china_region,datong_area,jining_shanxi_province,erdao
north_china_region,datong_area,jining_shanxi_province,liangcheng
north_china_region,datong_area,jining_shanxi_province,pingdi
north_china_region,datong_area,jining_shanxi_province,daihai_lake
north_china_region,datong_area,jining_shanxi_province,huangqihai_lake
north_china_region,datong_area,jining_shanxi_province,yanshan_mountains3
north_china_region,datong_area,ordos_province,ordos
north_china_region,datong_area,ordos_province,aerzhai
north_china_region,datong_area,ordos_province,otog
north_china_region,datong_area,ordos_province,tongwancheng
north_china_region,datong_area,qingcheng_province,fengzhou
north_china_region,datong_area,qingcheng_province,yinshan
north_china_region,datong_area,qingcheng_province,hebin
north_china_region,datong_area,qingcheng_province,zhenwu
north_china_region,datong_area,qingcheng_province,ningbian
north_china_region,datong_area,qingcheng_province,yunnei
north_china_region,datong_area,qingcheng_province,dongsheng
north_china_region,datong_area,qingcheng_province,wuchuan
north_china_region,datong_area,yingzhou_shanxi_province,jincheng
north_china_region,datong_area,yingzhou_shanxi_province,shanyin
north_china_region,datong_area,yingzhou_shanxi_province,zhongling
north_china_region,datong_area,yingzhou_shanxi_province,shenwu
north_china_region,datong_area,yingzhou_shanxi_province,shanyang_yingzhou
north_china_region,datong_area,yingzhou_shanxi_province,taihangshan9
north_china_region,datong_area,yuzhou_shanxi_province,lingxian_shanxi
north_china_region,datong_area,yuzhou_shanxi_province,guangling
north_china_region,datong_area,yuzhou_shanxi_province,hunyuan
north_china_region,datong_area,yuzhou_shanxi_province,feihu
north_china_region,datong_area,yuzhou_shanxi_province,lingqiu
north_china_region,datong_area,yuzhou_shanxi_province,taihangshan10
north_china_region,haiyou_area,dengzhou_province,changshan_islands_wastelands
north_china_region,haiyou_area,dengzhou_province,penglai
north_china_region,haiyou_area,dengzhou_province,dasong
north_china_region,haiyou_area,dengzhou_province,jiangshan_laiyang
north_china_region,haiyou_area,dengzhou_province,laiyang
north_china_region,haiyou_area,dengzhou_province,huangxian
north_china_region,haiyou_area,dengzhou_province,qixia
north_china_region,haiyou_area,dengzhou_province,zhaoyuan
north_china_region,haiyou_area,jiaozhou_province,jiaoxi
north_china_region,haiyou_area,jiaozhou_province,fushan_jiaozhou
north_china_region,haiyou_area,jiaozhou_province,jimo
north_china_region,haiyou_area,jiaozhou_province,lingshanwei
north_china_region,haiyou_area,juzhou_province,juxian
north_china_region,haiyou_area,juzhou_province,yiyuan
north_china_region,haiyou_area,juzhou_province,gegou
north_china_region,haiyou_area,juzhou_province,mengyin
north_china_region,haiyou_area,juzhou_province,rizhao
north_china_region,haiyou_area,juzhou_province,shizilu
north_china_region,haiyou_area,juzhou_province,yishui
north_china_region,haiyou_area,laizhou_province,yexian_laizhou
north_china_region,haiyou_area,laizhou_province,changyi
north_china_region,haiyou_area,laizhou_province,gaomi
north_china_region,haiyou_area,laizhou_province,luxiang
north_china_region,haiyou_area,laizhou_province,jiaoshui
north_china_region,haiyou_area,laizhou_province,beihai
north_china_region,haiyou_area,mizhou_province,zhucheng
north_china_region,haiyou_area,mizhou_province,anqiu
north_china_region,haiyou_area,mizhou_province,changle
north_china_region,haiyou_area,mizhou_province,wulian
north_china_region,haiyou_area,ninghai_province,muping
north_china_region,haiyou_area,ninghai_province,chengshan
north_china_region,haiyou_area,ninghai_province,fushan_muping
north_china_region,haiyou_area,ninghai_province,rushan
north_china_region,haiyou_area,ninghai_province,weihai
north_china_region,haiyou_area,ninghai_province,wendeng
north_china_region,haiyou_area,qingzhou_province,yidu_qingzhou
north_china_region,haiyou_area,qingzhou_province,boxing
north_china_region,haiyou_area,qingzhou_province,lean
north_china_region,haiyou_area,qingzhou_province,linqu
north_china_region,haiyou_area,qingzhou_province,shouguang
north_china_region,haiyou_area,qingzhou_province,zichuan
north_china_region,hebei_area,cizhou_province,fuyang
north_china_region,hebei_area,cizhou_province,shexian_cizhou
north_china_region,hebei_area,cizhou_province,wuan
north_china_region,hebei_area,daming_province,yuancheng
north_china_region,hebei_area,daming_province,baima_daming
north_china_region,hebei_area,daming_province,nanle
north_china_region,hebei_area,daming_province,neihuang
north_china_region,hebei_area,daming_province,weixian
north_china_region,hebei_area,daming_province,xunxian
north_china_region,hebei_area,guangping_province,guangping
north_china_region,hebei_area,guangping_province,qinghe
north_china_region,hebei_area,guangping_province,guangzong
north_china_region,hebei_area,guangping_province,handan
north_china_region,hebei_area,guangping_province,yongnian
north_china_region,hebei_area,guangping_province,mingshui
north_china_region,hebei_area,guangping_province,quzhou
north_china_region,hebei_area,huaiqing_province,henei
north_china_region,hebei_area,huaiqing_province,jiyuan
north_china_region,hebei_area,huaiqing_province,mengxian
north_china_region,hebei_area,huaiqing_province,wuzhi
north_china_region,hebei_area,huaiqing_province,wenxian
north_china_region,hebei_area,huaiqing_province,xiuwu
north_china_region,hebei_area,kaizhou_province,puyang
north_china_region,hebei_area,kaizhou_province,changyuan
north_china_region,hebei_area,kaizhou_province,dongming
north_china_region,hebei_area,kaizhou_province,qingfeng
north_china_region,hebei_area,weihui_province,jixian
north_china_region,hebei_area,weihui_province,huixian
north_china_region,hebei_area,weihui_province,qizhou
north_china_region,hebei_area,weihui_province,xinxiang
north_china_region,hebei_area,zhangde_province,anyang
north_china_region,hebei_area,zhangde_province,linzhou
north_china_region,hebei_area,zhangde_province,linzhang
north_china_region,hebei_area,zhangde_province,tangyin
north_china_region,henan_area,chenzhou_henan_province,wanqiu
north_china_region,henan_area,chenzhou_henan_province,dancheng
north_china_region,henan_area,chenzhou_henan_province,xiangcheng
north_china_region,henan_area,chenzhou_henan_province,shangshui
north_china_region,henan_area,chenzhou_henan_province,nandun
north_china_region,henan_area,chenzhou_henan_province,xihua
north_china_region,henan_area,dengzhou_henan_province,rangxian
north_china_region,henan_area,dengzhou_henan_province,xichuan
north_china_region,henan_area,dengzhou_henan_province,neixiang
north_china_region,henan_area,dengzhou_henan_province,shunyang
north_china_region,henan_area,dengzhou_henan_province,xinye
north_china_region,henan_area,dengzhou_henan_province,huayuantou
north_china_region,henan_area,dengzhou_henan_province,xixia
north_china_region,henan_area,guangzhou_henan_province,dingcheng
north_china_region,henan_area,guangzhou_henan_province,changtan
north_china_region,henan_area,guangzhou_henan_province,guangshan
north_china_region,henan_area,guangzhou_henan_province,gucheng_xi
north_china_region,henan_area,guangzhou_henan_province,gushi
north_china_region,henan_area,guangzhou_henan_province,shangcheng
north_china_region,henan_area,guangzhou_henan_province,xizhou
north_china_region,henan_area,guangzhou_henan_province,zhugao
north_china_region,henan_area,guide_province,suiyang_guide
north_china_region,henan_area,guide_province,luyi
north_china_region,henan_area,guide_province,ningling
north_china_region,henan_area,guide_province,xiayi
north_china_region,henan_area,guide_province,yongcheng
north_china_region,henan_area,guide_province,yucheng_kaifeng
north_china_region,henan_area,henan_province,luoyang
north_china_region,henan_area,henan_province,dengfeng
north_china_region,henan_area,henan_province,gongxian
north_china_region,henan_area,henan_province,mengjin
north_china_region,henan_area,henan_province,xinan
north_china_region,henan_area,henan_province,yanshi
north_china_region,henan_area,henan_province,yiyang
north_china_region,henan_area,kaifeng_province,kaifeng
north_china_region,henan_area,kaifeng_province,yanling
north_china_region,henan_area,kaifeng_province,fengqiu
north_china_region,henan_area,kaifeng_province,fugou
north_china_region,henan_area,kaifeng_province,qixian
north_china_region,henan_area,kaifeng_province,taikang
north_china_region,henan_area,kaifeng_province,tongxu
north_china_region,henan_area,kaifeng_province,weishi
north_china_region,henan_area,kaifeng_province,xinzheng
north_china_region,henan_area,nanyang_province,nanyang
north_china_region,henan_area,nanyang_province,biyang
north_china_region,henan_area,nanyang_province,nanzhao
north_china_region,henan_area,nanyang_province,qingtai
north_china_region,henan_area,nanyang_province,tanghe
north_china_region,henan_area,nanyang_province,tongbai
north_china_region,henan_area,nanyang_province,zhenping
north_china_region,henan_area,runing_province,ruyang
north_china_region,henan_area,runing_province,xiping
north_china_region,henan_area,runing_province,shangcai
north_china_region,henan_area,runing_province,xincai
north_china_region,henan_area,runing_province,queshan
north_china_region,henan_area,runing_province,suiping
north_china_region,henan_area,runing_province,pingyu
north_china_region,henan_area,runing_province,zhenyang
north_china_region,henan_area,ruzhou_province,liangxian_ruzhou
north_china_region,henan_area,ruzhou_province,baofeng
north_china_region,henan_area,ruzhou_province,jiaxian
north_china_region,henan_area,ruzhou_province,lushan
north_china_region,henan_area,ruzhou_province,yaoshan
north_china_region,henan_area,shanzhou_province,shanxian
north_china_region,henan_area,shanzhou_province,lingbao
north_china_region,henan_area,shanzhou_province,yongning_shanzhou
north_china_region,henan_area,shanzhou_province,mianchi
north_china_region,henan_area,shanzhou_province,wenxiang
north_china_region,henan_area,shanzhou_province,funiushan2
north_china_region,henan_area,songzhou_province,songzhou_songzhou
north_china_region,henan_area,songzhou_province,yique
north_china_region,henan_area,songzhou_province,yiyang_songzhou
north_china_region,henan_area,songzhou_province,luanchuan
north_china_region,henan_area,songzhou_province,lushi
north_china_region,henan_area,songzhou_province,zhuyang
north_china_region,henan_area,songzhou_province,funiushan1
north_china_region,henan_area,suizhou_henan_province,xiangyi
north_china_region,henan_area,suizhou_henan_province,lanyang
north_china_region,henan_area,suizhou_henan_province,kaocheng
north_china_region,henan_area,suizhou_henan_province,zhecheng
north_china_region,henan_area,xinyang_province,luoshan
north_china_region,henan_area,xinyang_province,minggang
north_china_region,henan_area,xinyang_province,xinyang
north_china_region,henan_area,xinyang_province,lishan_xinyang
north_china_region,henan_area,xuzhou_henan_province,changshe
north_china_region,henan_area,xuzhou_henan_province,changge
north_china_region,henan_area,xuzhou_henan_province,linying
north_china_region,henan_area,xuzhou_henan_province,xiangcheng_kaifeng
north_china_region,henan_area,xuzhou_henan_province,yancheng_kaifeng
north_china_region,henan_area,yuzhou_province,fangcheng
north_china_region,henan_area,yuzhou_province,yexian
north_china_region,henan_area,yuzhou_province,wuyang
north_china_region,henan_area,zhengzhou_province,guancheng_zhengzhou
north_china_region,henan_area,zhengzhou_province,mixian
north_china_region,henan_area,zhengzhou_province,xingyang
north_china_region,henan_area,zhengzhou_province,yanjin
north_china_region,henan_area,zhengzhou_province,yuanyang
north_china_region,henan_area,zhengzhou_province,yangdi
north_china_region,henan_area,zhengzhou_province,zhongmu
north_china_region,shandong_area,binzhou_province,bohai
north_china_region,shandong_area,binzhou_province,zhanhua
north_china_region,shandong_area,binzhou_province,lijin
north_china_region,shandong_area,binzhou_province,wudi
north_china_region,shandong_area,caozhou_province,chuqiu
north_china_region,shandong_area,caozhou_province,chengwu
north_china_region,shandong_area,caozhou_province,dingtao
north_china_region,shandong_area,caozhou_province,jiyin
north_china_region,shandong_area,dezhou_province,lingzhou_dezhou
north_china_region,shandong_area,dezhou_province,deping
north_china_region,shandong_area,dezhou_province,ande
north_china_region,shandong_area,dezhou_province,linyi_jinan
north_china_region,shandong_area,dezhou_province,pingyuan_jinan
north_china_region,shandong_area,dezhou_province,qihe
north_china_region,shandong_area,dezhou_province,yucheng
north_china_region,shandong_area,dongchang_province,liaocheng
north_china_region,shandong_area,dongchang_province,chiping
north_china_region,shandong_area,dongchang_province,guancheng
north_china_region,shandong_area,dongchang_province,tangyi
north_china_region,shandong_area,dongping_province,xucheng
north_china_region,shandong_area,dongping_province,shouzhang
north_china_region,shandong_area,dongping_province,pingyin
north_china_region,shandong_area,dongping_province,donge
north_china_region,shandong_area,dongping_province,wenshang
north_china_region,shandong_area,dongping_province,yanggu_yanzhou
north_china_region,shandong_area,dongping_province,dongping_lake
north_china_region,shandong_area,gaotang_province,gaotang
north_china_region,shandong_area,gaotang_province,enzhou
north_china_region,shandong_area,gaotang_province,xiajin
north_china_region,shandong_area,jinan_province,licheng
north_china_region,shandong_area,jinan_province,jiyang
north_china_region,shandong_area,jinan_province,zhangqiu
north_china_region,shandong_area,jinan_province,xincheng_jinan
north_china_region,shandong_area,jinan_province,gaoyuan_jinan
north_china_region,shandong_area,jinan_province,qidong
north_china_region,shandong_area,jinan_province,zouping
north_china_region,shandong_area,jining_province,rencheng
north_china_region,shandong_area,jining_province,jiaxiang
north_china_region,shandong_area,jining_province,juye
north_china_region,shandong_area,jining_province,yuncheng
north_china_region,shandong_area,linqing_province,linqing
north_china_region,shandong_area,linqing_province,guantao
north_china_region,shandong_area,linqing_province,qiuxian
north_china_region,shandong_area,puzhou_province,juancheng
north_china_region,shandong_area,puzhou_province,chaocheng
north_china_region,shandong_area,puzhou_province,fanxian
north_china_region,shandong_area,puzhou_province,shenxian
north_china_region,shandong_area,shanzhou_shandong_province,shansu
north_china_region,shandong_area,shanzhou_shandong_province,yutai
north_china_region,shandong_area,shanzhou_shandong_province,jinxiang
north_china_region,shandong_area,taian_province,fengfu
north_china_region,shandong_area,taian_province,yanshen
north_china_region,shandong_area,taian_province,changqing
north_china_region,shandong_area,taian_province,laiwu
north_china_region,shandong_area,taian_province,feicheng
north_china_region,shandong_area,taian_province,xintai
north_china_region,shandong_area,tengzhou_province,tengxian
north_china_region,shandong_area,tengzhou_province,tengdong
north_china_region,shandong_area,tengzhou_province,shagou
north_china_region,shandong_area,tengzhou_province,yizhou_tengzhou
north_china_region,shandong_area,tengzhou_province,zouxian
north_china_region,shandong_area,tengzhou_province,weishan_lake
north_china_region,shandong_area,wuding_shandong_province,yanci
north_china_region,shandong_area,wuding_shandong_province,laoling
north_china_region,shandong_area,wuding_shandong_province,shanghe
north_china_region,shandong_area,wuding_shandong_province,yangxin
north_china_region,shandong_area,yanzhou_shandong_province,ziyang
north_china_region,shandong_area,yanzhou_shandong_province,ningyang
north_china_region,shandong_area,yanzhou_shandong_province,qufu
north_china_region,shandong_area,yanzhou_shandong_province,sishui
north_china_region,shandong_area,yizhou_shandong_province,linyi
north_china_region,shandong_area,yizhou_shandong_province,licheng_yizhou
north_china_region,shandong_area,yizhou_shandong_province,feixian
north_china_region,shandong_area,yizhou_shandong_province,lanling
north_china_region,shandong_area,yizhou_shandong_province,tancheng
north_china_region,shanxi_area,baode_province,baode
north_china_region,shanxi_area,baode_province,hequ
north_china_region,shanxi_area,baode_province,piantouguan
north_china_region,shanxi_area,baode_province,wuzhou
north_china_region,shanxi_area,daizhou_province,daizhou
north_china_region,shanxi_area,daizhou_province,jianzhou_daizhou
north_china_region,shanxi_area,daizhou_province,taizhou
north_china_region,shanxi_area,daizhou_province,guozhou
north_china_region,shanxi_area,daizhou_province,taihangshan8
north_china_region,shanxi_area,fenzhou_province,xihe
north_china_region,shanxi_area,fenzhou_province,jiexiu
north_china_region,shanxi_area,fenzhou_province,pingyao
north_china_region,shanxi_area,fenzhou_province,xiaoyi
north_china_region,shanxi_area,huozhou_province,huoyi
north_china_region,shanxi_area,huozhou_province,fenxi
north_china_region,shanxi_area,huozhou_province,lingshi
north_china_region,shanxi_area,jiangzhou_province,zhengping
north_china_region,shanxi_area,jiangzhou_province,jiangxian
north_china_region,shanxi_area,jiangzhou_province,jishan
north_china_region,shanxi_area,jiangzhou_province,quwo
north_china_region,shanxi_area,jiangzhou_province,taiping_jiangzhou
north_china_region,shanxi_area,jiangzhou_province,yuanqu
north_china_region,shanxi_area,jiangzhou_province,yicheng_pingyang
north_china_region,shanxi_area,jiangzhou_province,taihangshan6
north_china_region,shanxi_area,kelan_province,kelan
north_china_region,shanxi_area,kelan_province,lanzhou_kelan
north_china_region,shanxi_area,kelan_province,hehe
north_china_region,shanxi_area,kelan_province,loufan
north_china_region,shanxi_area,kelan_province,xingxian
north_china_region,shanxi_area,kelan_province,taihangshan7
north_china_region,shanxi_area,liaozhou_province,liaoshan
north_china_region,shanxi_area,liaozhou_province,heshun
north_china_region,shanxi_area,liaozhou_province,yushe
north_china_region,shanxi_area,luan_province,shangdang
north_china_region,shanxi_area,luan_province,huguan
north_china_region,shanxi_area,luan_province,licheng_luan
north_china_region,shanxi_area,luan_province,lucheng_luan
north_china_region,shanxi_area,luan_province,qingyang_luan
north_china_region,shanxi_area,luan_province,tunliu
north_china_region,shanxi_area,luan_province,xiangyuan
north_china_region,shanxi_area,luan_province,zhangzi
north_china_region,shanxi_area,pingding_province,pingding
north_china_region,shanxi_area,pingding_province,shouyang
north_china_region,shanxi_area,pingding_province,taigu
north_china_region,shanxi_area,pingding_province,leping_pingding
north_china_region,shanxi_area,pingding_province,yuci
north_china_region,shanxi_area,pingding_province,yuzhou
north_china_region,shanxi_area,pingyang_province,linfen
north_china_region,shanxi_area,pingyang_province,jishi_anze
north_china_region,shanxi_area,pingyang_province,fushan
north_china_region,shanxi_area,pingyang_province,hongtong
north_china_region,shanxi_area,pingyang_province,yueyang_anze
north_china_region,shanxi_area,pingyang_province,taihangshan5
north_china_region,shanxi_area,puzhou_shanxi_province,hedong
north_china_region,shanxi_area,puzhou_shanxi_province,hejin
north_china_region,shanxi_area,puzhou_shanxi_province,jizhou
north_china_region,shanxi_area,puzhou_shanxi_province,linjin
north_china_region,shanxi_area,puzhou_shanxi_province,wanquan
north_china_region,shanxi_area,puzhou_shanxi_province,xiangning
north_china_region,shanxi_area,qinzhou_province,tongdi
north_china_region,shanxi_area,qinzhou_province,qinyuan
north_china_region,shanxi_area,qinzhou_province,wuxiang
north_china_region,shanxi_area,qinzhou_province,taihangshan4
north_china_region,shanxi_area,shizhou_shanxi_province,lishi
north_china_region,shanxi_area,shizhou_shanxi_province,fangshan_lishi
north_china_region,shanxi_area,shizhou_shanxi_province,linxian
north_china_region,shanxi_area,shizhou_shanxi_province,dinghu
north_china_region,shanxi_area,shizhou_shanxi_province,kehu
north_china_region,shanxi_area,shizhou_shanxi_province,wenquan
north_china_region,shanxi_area,shizhou_shanxi_province,ningxiang_shizhou
north_china_region,shanxi_area,taiyuan_province,pingjin
north_china_region,shanxi_area,taiyuan_province,luchuan
north_china_region,shanxi_area,taiyuan_province,yangqu
north_china_region,shanxi_area,taiyuan_province,jiaocheng
north_china_region,shanxi_area,taiyuan_province,xugou
north_china_region,shanxi_area,taiyuan_province,qixian_taiyuan
north_china_region,shanxi_area,taiyuan_province,wenshui
north_china_region,shanxi_area,taiyuan_province,taihangshan2
north_china_region,shanxi_area,xiezhou_province,xiexian
north_china_region,shanxi_area,xiezhou_province,pinglu
north_china_region,shanxi_area,xiezhou_province,ruicheng
north_china_region,shanxi_area,xiezhou_province,wenxi
north_china_region,shanxi_area,xiezhou_province,xiaxian
north_china_region,shanxi_area,xinzhou_province,xiurong
north_china_region,shanxi_area,xinzhou_province,dingxiang
north_china_region,shanxi_area,xinzhou_province,jingle
north_china_region,shanxi_area,xinzhou_province,ninghua
north_china_region,shanxi_area,xizhou_province,xichuan_xizhou
north_china_region,shanxi_area,xizhou_province,daning
north_china_region,shanxi_area,xizhou_province,puxian
north_china_region,shanxi_area,xizhou_province,shilou
north_china_region,shanxi_area,xizhou_province,yonghe
north_china_region,shanxi_area,zezhou_province,jincheng_zezhou
north_china_region,shanxi_area,zezhou_province,duanshi
north_china_region,shanxi_area,zezhou_province,gaoping
north_china_region,shanxi_area,zezhou_province,lingchuan_zezhou
north_china_region,shanxi_area,zezhou_province,qinshui
north_china_region,shanxi_area,zezhou_province,yangcheng
north_china_region,yanbei_area,chaoyang_province,xingzhong
north_china_region,yanbei_area,chaoyang_province,xiankang
north_china_region,yanbei_area,chaoyang_province,lizhou
north_china_region,yanbei_area,chaoyang_province,longshan
north_china_region,yanbei_area,chaoyang_province,chuanzhou
north_china_region,yanbei_area,chaoyang_province,shenshui
north_china_region,yanbei_area,daning_province,daning_pingquan
north_china_region,yanbei_area,daning_province,huihe
north_china_region,yanbei_area,daning_province,hezhong
north_china_region,yanbei_area,daning_province,naiman
north_china_region,yanbei_area,daning_province,pingquan
north_china_region,yanbei_area,daning_province,wuping_daning
north_china_region,yanbei_area,daning_province,fushu
north_china_region,yanbei_area,quanning_province,quanning
north_china_region,yanbei_area,quanning_province,songzhou
north_china_region,yanbei_area,quanning_province,pingdisonglin
north_china_region,yanbei_area,quanning_province,enhua
north_china_region,yanbei_area,quanning_province,yingchang
north_china_region,yanbei_area,quanning_province,dalai_nur_lake
north_china_region,yanbei_area,shangdu_province,dongliangting
north_china_region,yanbei_area,shangdu_province,shangdu
north_china_region,yanbei_area,shangdu_province,chagannur
north_china_region,yanbei_area,shangdu_province,huanzhou
north_china_region,yanbei_area,xinghe_province,gaoyuan
north_china_region,yanbei_area,xinghe_province,baochang
north_china_region,yanbei_area,xinghe_province,fuzhou
north_china_region,yanbei_area,xinghe_province,weining
north_china_region,yanbei_area,xinghe_province,zhongdu
north_china_region,yanbei_area,xinghe_province,yanshan_mountains2
north_china_region,yanbei_area,xingzhou_province,baitan
north_china_region,yanbei_area,xingzhou_province,yixingzhou
north_china_region,yanbei_area,xingzhou_province,kuanhe_xingzhou
north_china_region,yanbei_area,xingzhou_province,niushan
north_china_region,yanbei_area,xingzhou_province,limin
north_china_region,yanbei_area,xingzhou_province,taipingzhuang
north_china_region,yanbei_area,xingzhou_province,liuyuan
north_china_region,yanbei_area,xingzhou_province,xiabancheng
north_china_region,yanbei_area,xingzhou_province,zhangsanying
north_china_region,yanbei_area,xingzhou_province,yanshan_mountains1
north_china_region,yannan_area,anzhou_province,gecheng
north_china_region,yannan_area,anzhou_province,dingxing
north_china_region,yannan_area,anzhou_province,gaoyang_baoding
north_china_region,yannan_area,anzhou_province,xincheng_baoding
north_china_region,yannan_area,anzhou_province,guixin
north_china_region,yannan_area,baoding_province,qingyuan_baoding
north_china_region,yannan_area,baoding_province,wanzhou_baoding
north_china_region,yannan_area,baoding_province,tangxian
north_china_region,yannan_area,dingzhou_province,anxi_dingzhou
north_china_region,yannan_area,dingzhou_province,xinle
north_china_region,yannan_area,dingzhou_province,quyang
north_china_region,yannan_area,dingzhou_province,xingtang
north_china_region,yannan_area,hejian_province,hejian
north_china_region,yannan_area,hejian_province,jiaohe
north_china_region,yannan_area,hejian_province,leshou
north_china_region,yannan_area,hejian_province,renqiu
north_china_region,yannan_area,hejian_province,suning
north_china_region,yannan_area,jingzhou_beizhili_province,tiaoxian
north_china_region,yannan_area,jingzhou_beizhili_province,dongguang
north_china_region,yannan_area,jingzhou_beizhili_province,fucheng_hejian
north_china_region,yannan_area,jingzhou_beizhili_province,ningjin
north_china_region,yannan_area,jingzhou_beizhili_province,wuqiao
north_china_region,yannan_area,jingzhou_beizhili_province,gucheng_jingzhou
north_china_region,yannan_area,jizhou_zhending_province,xindu_jizhou
north_china_region,yannan_area,jizhou_zhending_province,nangong
north_china_region,yannan_area,jizhou_zhending_province,zaoqiang
north_china_region,yannan_area,qingzhou_beizhili_province,huichuan
north_china_region,yannan_area,qingzhou_beizhili_province,jinghai
north_china_region,yannan_area,qingzhou_beizhili_province,dagu
north_china_region,yannan_area,qingzhou_beizhili_province,zhigu
north_china_region,yannan_area,qizhou_province,puyin
north_china_region,yannan_area,qizhou_province,boye
north_china_region,yannan_area,qizhou_province,shulu
north_china_region,yannan_area,shenzhou_province,jingan_shenzhou
north_china_region,yannan_area,shenzhou_province,anping
north_china_region,yannan_area,shenzhou_province,hengshui
north_china_region,yannan_area,shenzhou_province,wuyi
north_china_region,yannan_area,shunde_province,xingtai
north_china_region,yannan_area,shunde_province,renxian
north_china_region,yannan_area,shunde_province,julu
north_china_region,yannan_area,shunde_province,neiqiu
north_china_region,yannan_area,shunde_province,shahe
north_china_region,yannan_area,yizhou_province,yixian_yizhou
north_china_region,yannan_area,yizhou_province,ansu
north_china_region,yannan_area,yizhou_province,laishui
north_china_region,yannan_area,yizhou_province,mancheng
north_china_region,yannan_area,zhaozhou_province,pingji
north_china_region,yannan_area,zhaozhou_province,ningjin_zhaozhou
north_china_region,yannan_area,zhaozhou_province,lincheng
north_china_region,yannan_area,zhaozhou_province,longping_zhaozhou
north_china_region,yannan_area,zhaozhou_province,zanhuang
north_china_region,yannan_area,zhending_province,zhending
north_china_region,yannan_area,zhending_province,fuping
north_china_region,yannan_area,zhending_province,gaocheng
north_china_region,yannan_area,zhending_province,yuanshi_zhending
north_china_region,yannan_area,zhending_province,huolu
north_china_region,yannan_area,zhending_province,gucheng_zhending
